[
[301001, {"_id":301001,"name":"雷霆法神","MHP":10000000,"mp":0,"MinDEF":1000,"MaxDEF":5000,"MinMDEF":1000,"MaxMDEF":5000,"MinATK":1200,"MaxATK":60000,"MinMATK":12000,"MaxMATK":60000,"DODGE":10,"HIT":20,"minStayTime":2500,"maxStayTime":2500,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1035002, {"_id":1035002,"name":"冰宫狼人","MHP":58835,"mp":0,"MinDEF":29,"MaxDEF":29,"MinMDEF":27,"MaxMDEF":27,"MinATK":1079,"MaxATK":2159,"MinMATK":1079,"MaxMATK":2159,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1035003, {"_id":1035003,"name":"冰宫勇士","MHP":59020,"mp":0,"MinDEF":30,"MaxDEF":30,"MinMDEF":28,"MaxMDEF":28,"MinATK":1121,"MaxATK":2242,"MinMATK":1121,"MaxMATK":2242,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1036001, {"_id":1036001,"name":"冰宫狼人","MHP":58835,"mp":0,"MinDEF":29,"MaxDEF":29,"MinMDEF":27,"MaxMDEF":27,"MinATK":1079,"MaxATK":2159,"MinMATK":1079,"MaxMATK":2159,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1036002, {"_id":1036002,"name":"冰宫勇士","MHP":59020,"mp":0,"MinDEF":30,"MaxDEF":30,"MinMDEF":28,"MaxMDEF":28,"MinATK":1121,"MaxATK":2242,"MinMATK":1121,"MaxMATK":2242,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1037001, {"_id":1037001,"name":"幽灵盗贼","MHP":58650,"mp":0,"MinDEF":29,"MaxDEF":29,"MinMDEF":27,"MaxMDEF":27,"MinATK":1038,"MaxATK":2077,"MinMATK":1038,"MaxMATK":2077,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1037002, {"_id":1037002,"name":"幽灵枪兵","MHP":58650,"mp":0,"MinDEF":29,"MaxDEF":29,"MinMDEF":27,"MaxMDEF":27,"MinATK":1038,"MaxATK":2077,"MinMATK":1038,"MaxMATK":2077,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1037003, {"_id":1037003,"name":"幽灵","MHP":58835,"mp":0,"MinDEF":29,"MaxDEF":29,"MinMDEF":27,"MaxMDEF":27,"MinATK":1079,"MaxATK":2159,"MinMATK":1079,"MaxMATK":2159,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1038001, {"_id":1038001,"name":"幽灵盗贼","MHP":58650,"mp":0,"MinDEF":29,"MaxDEF":29,"MinMDEF":27,"MaxMDEF":27,"MinATK":1038,"MaxATK":2077,"MinMATK":1038,"MaxMATK":2077,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1038002, {"_id":1038002,"name":"幽灵","MHP":58835,"mp":0,"MinDEF":29,"MaxDEF":29,"MinMDEF":27,"MaxMDEF":27,"MinATK":1079,"MaxATK":2159,"MinMATK":1079,"MaxMATK":2159,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1038003, {"_id":1038003,"name":"幽灵骑士","MHP":59020,"mp":0,"MinDEF":30,"MaxDEF":30,"MinMDEF":28,"MaxMDEF":28,"MinATK":1121,"MaxATK":2242,"MinMATK":1121,"MaxMATK":2242,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1039001, {"_id":1039001,"name":"幽灵","MHP":58835,"mp":0,"MinDEF":29,"MaxDEF":29,"MinMDEF":27,"MaxMDEF":27,"MinATK":1079,"MaxATK":2159,"MinMATK":1079,"MaxMATK":2159,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1039002, {"_id":1039002,"name":"幽灵骑士","MHP":59020,"mp":0,"MinDEF":30,"MaxDEF":30,"MinMDEF":28,"MaxMDEF":28,"MinATK":1121,"MaxATK":2242,"MinMATK":1121,"MaxMATK":2242,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1040001, {"_id":1040001,"name":"魔龙斜眼","MHP":59760,"mp":0,"MinDEF":32,"MaxDEF":32,"MinMDEF":30,"MaxMDEF":30,"MinATK":1287,"MaxATK":2574,"MinMATK":1287,"MaxMATK":2574,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1040002, {"_id":1040002,"name":"魔龙树蛙","MHP":59760,"mp":0,"MinDEF":32,"MaxDEF":32,"MinMDEF":30,"MaxMDEF":30,"MinATK":1287,"MaxATK":2574,"MinMATK":1287,"MaxMATK":2574,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1040003, {"_id":1040003,"name":"魔龙刀兵","MHP":59945,"mp":0,"MinDEF":33,"MaxDEF":33,"MinMDEF":31,"MaxMDEF":31,"MinATK":1328,"MaxATK":2657,"MinMATK":1328,"MaxMATK":2657,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1041001, {"_id":1041001,"name":"魔龙树蛙","MHP":59760,"mp":0,"MinDEF":32,"MaxDEF":32,"MinMDEF":30,"MaxMDEF":30,"MinATK":1287,"MaxATK":2574,"MinMATK":1287,"MaxMATK":2574,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1041002, {"_id":1041002,"name":"魔龙斧兵","MHP":60130,"mp":0,"MinDEF":33,"MaxDEF":33,"MinMDEF":31,"MaxMDEF":31,"MinATK":1370,"MaxATK":2740,"MinMATK":1370,"MaxMATK":2740,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1041003, {"_id":1041003,"name":"魔龙战将","MHP":60130,"mp":0,"MinDEF":33,"MaxDEF":33,"MinMDEF":31,"MaxMDEF":31,"MinATK":1370,"MaxATK":2740,"MinMATK":1370,"MaxMATK":2740,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1042001, {"_id":1042001,"name":"魔龙刀兵","MHP":59945,"mp":0,"MinDEF":33,"MaxDEF":33,"MinMDEF":31,"MaxMDEF":31,"MinATK":1328,"MaxATK":2657,"MinMATK":1328,"MaxMATK":2657,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1042002, {"_id":1042002,"name":"魔龙弓箭手","MHP":60315,"mp":0,"MinDEF":34,"MaxDEF":34,"MinMDEF":32,"MaxMDEF":32,"MinATK":1411,"MaxATK":2823,"MinMATK":1411,"MaxMATK":2823,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1043001, {"_id":1043001,"name":"熔岩精灵","MHP":61950,"mp":0,"MinDEF":35,"MaxDEF":35,"MinMDEF":33,"MaxMDEF":33,"MinATK":1503,"MaxATK":3007,"MinMATK":1503,"MaxMATK":3007,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1043002, {"_id":1043002,"name":"狂热火蜥蜴","MHP":61950,"mp":0,"MinDEF":35,"MaxDEF":35,"MinMDEF":33,"MaxMDEF":33,"MinATK":1503,"MaxATK":3007,"MinMATK":1503,"MaxMATK":3007,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1043003, {"_id":1043003,"name":"巨镰蜘蛛","MHP":63400,"mp":0,"MinDEF":36,"MaxDEF":36,"MinMDEF":34,"MaxMDEF":34,"MinATK":1554,"MaxATK":3108,"MinMATK":1554,"MaxMATK":3108,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1044001, {"_id":1044001,"name":"狂热火蜥蜴","MHP":61950,"mp":0,"MinDEF":35,"MaxDEF":35,"MinMDEF":33,"MaxMDEF":33,"MinATK":1503,"MaxATK":3007,"MinMATK":1503,"MaxMATK":3007,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1044002, {"_id":1044002,"name":"巨镰蜘蛛","MHP":63400,"mp":0,"MinDEF":36,"MaxDEF":36,"MinMDEF":34,"MaxMDEF":34,"MinATK":1554,"MaxATK":3108,"MinMATK":1554,"MaxMATK":3108,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1044003, {"_id":1044003,"name":"金杖蜘蛛","MHP":64850,"mp":0,"MinDEF":37,"MaxDEF":37,"MinMDEF":35,"MaxMDEF":35,"MinATK":1604,"MaxATK":3209,"MinMATK":1604,"MaxMATK":3209,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1045001, {"_id":1045001,"name":"圣殿卫士","MHP":66300,"mp":0,"MinDEF":37,"MaxDEF":37,"MinMDEF":35,"MaxMDEF":35,"MinATK":1655,"MaxATK":3311,"MinMATK":1655,"MaxMATK":3311,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1045002, {"_id":1045002,"name":"巨镰蜘蛛","MHP":63400,"mp":0,"MinDEF":36,"MaxDEF":36,"MinMDEF":34,"MaxMDEF":34,"MinATK":1554,"MaxATK":3108,"MinMATK":1554,"MaxMATK":3108,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1046001, {"_id":1046001,"name":"狐狸战士","MHP":67750,"mp":0,"MinDEF":38,"MaxDEF":38,"MinMDEF":36,"MaxMDEF":36,"MinATK":1706,"MaxATK":3412,"MinMATK":1706,"MaxMATK":3412,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1046002, {"_id":1046002,"name":"狐狸法师","MHP":67750,"mp":0,"MinDEF":38,"MaxDEF":38,"MinMDEF":36,"MaxMDEF":36,"MinATK":1706,"MaxATK":3412,"MinMATK":1706,"MaxMATK":3412,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1046003, {"_id":1046003,"name":"狐狸道士","MHP":69200,"mp":0,"MinDEF":39,"MaxDEF":39,"MinMDEF":37,"MaxMDEF":37,"MinATK":1756,"MaxATK":3513,"MinMATK":1756,"MaxMATK":3513,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1047001, {"_id":1047001,"name":"狐狸法师","MHP":67750,"mp":0,"MinDEF":38,"MaxDEF":38,"MinMDEF":36,"MaxMDEF":36,"MinATK":1706,"MaxATK":3412,"MinMATK":1706,"MaxMATK":3412,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1047002, {"_id":1047002,"name":"狐狸战士","MHP":70650,"mp":0,"MinDEF":39,"MaxDEF":39,"MinMDEF":37,"MaxMDEF":37,"MinATK":1807,"MaxATK":3615,"MinMATK":1807,"MaxMATK":3615,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1047003, {"_id":1047003,"name":"狐狸法师","MHP":70650,"mp":0,"MinDEF":39,"MaxDEF":39,"MinMDEF":37,"MaxMDEF":37,"MinATK":1807,"MaxATK":3615,"MinMATK":1807,"MaxMATK":3615,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1048001, {"_id":1048001,"name":"狐狸战士","MHP":70650,"mp":0,"MinDEF":39,"MaxDEF":39,"MinMDEF":37,"MaxMDEF":37,"MinATK":1807,"MaxATK":3615,"MinMATK":1807,"MaxMATK":3615,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1048002, {"_id":1048002,"name":"狐狸道士","MHP":69200,"mp":0,"MinDEF":39,"MaxDEF":39,"MinMDEF":37,"MaxMDEF":37,"MinATK":1756,"MaxATK":3513,"MinMATK":1756,"MaxMATK":3513,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1049001, {"_id":1049001,"name":"皇陵刀卫","MHP":75000,"mp":0,"MinDEF":42,"MaxDEF":42,"MinMDEF":40,"MaxMDEF":40,"MinATK":1959,"MaxATK":3919,"MinMATK":1959,"MaxMATK":3919,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1049002, {"_id":1049002,"name":"皇陵枪卫","MHP":75000,"mp":0,"MinDEF":42,"MaxDEF":42,"MinMDEF":40,"MaxMDEF":40,"MinATK":1959,"MaxATK":3919,"MinMATK":1959,"MaxMATK":3919,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1049003, {"_id":1049003,"name":"皇陵魔蝠","MHP":78000,"mp":0,"MinDEF":42,"MaxDEF":42,"MinMDEF":40,"MaxMDEF":40,"MinATK":2019,"MaxATK":4040,"MinMATK":2019,"MaxMATK":4040,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1050001, {"_id":1050001,"name":"皇陵枪卫","MHP":75000,"mp":0,"MinDEF":42,"MaxDEF":42,"MinMDEF":40,"MaxMDEF":40,"MinATK":1959,"MaxATK":3919,"MinMATK":1959,"MaxMATK":3919,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1050002, {"_id":1050002,"name":"皇陵魔蝠","MHP":78000,"mp":0,"MinDEF":42,"MaxDEF":42,"MinMDEF":40,"MaxMDEF":40,"MinATK":2019,"MaxATK":4040,"MinMATK":2019,"MaxMATK":4040,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1050003, {"_id":1050003,"name":"皇陵重甲兵","MHP":81000,"mp":0,"MinDEF":43,"MaxDEF":43,"MinMDEF":41,"MaxMDEF":41,"MinATK":2080,"MaxATK":4162,"MinMATK":2080,"MaxMATK":4162,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1051001, {"_id":1051001,"name":"皇陵刀卫","MHP":75000,"mp":0,"MinDEF":42,"MaxDEF":42,"MinMDEF":40,"MaxMDEF":40,"MinATK":1959,"MaxATK":3919,"MinMATK":1959,"MaxMATK":3919,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1051002, {"_id":1051002,"name":"皇陵重甲兵","MHP":81000,"mp":0,"MinDEF":43,"MaxDEF":43,"MinMDEF":41,"MaxMDEF":41,"MinATK":2080,"MaxATK":4162,"MinMATK":2080,"MaxMATK":4162,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1052001, {"_id":1052001,"name":"乌龟守卫","MHP":90000,"mp":0,"MinDEF":45,"MaxDEF":45,"MinMDEF":43,"MaxMDEF":43,"MinATK":2263,"MaxATK":4527,"MinMATK":2263,"MaxMATK":4527,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1052002, {"_id":1052002,"name":"深海虾将","MHP":90000,"mp":0,"MinDEF":45,"MaxDEF":45,"MinMDEF":43,"MaxMDEF":43,"MinATK":2263,"MaxATK":4527,"MinMATK":2263,"MaxMATK":4527,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1052003, {"_id":1052003,"name":"螃蟹","MHP":93000,"mp":0,"MinDEF":46,"MaxDEF":46,"MinMDEF":43,"MaxMDEF":43,"MinATK":2323,"MaxATK":4648,"MinMATK":2323,"MaxMATK":4648,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1053001, {"_id":1053001,"name":"深海魔兵","MHP":93000,"mp":0,"MinDEF":46,"MaxDEF":46,"MinMDEF":43,"MaxMDEF":43,"MinATK":2323,"MaxATK":4648,"MinMATK":2323,"MaxMATK":4648,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1053002, {"_id":1053002,"name":"深海魔蝎","MHP":96000,"mp":0,"MinDEF":46,"MaxDEF":46,"MinMDEF":44,"MaxMDEF":44,"MinATK":2967,"MaxATK":5934,"MinMATK":2967,"MaxMATK":5934,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1053003, {"_id":1053003,"name":"深海虾将","MHP":90000,"mp":0,"MinDEF":45,"MaxDEF":45,"MinMDEF":43,"MaxMDEF":43,"MinATK":2834,"MaxATK":5669,"MinMATK":2834,"MaxMATK":5669,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1054001, {"_id":1054001,"name":"乌龟守卫","MHP":90000,"mp":0,"MinDEF":45,"MaxDEF":45,"MinMDEF":43,"MaxMDEF":43,"MinATK":2834,"MaxATK":5669,"MinMATK":2834,"MaxMATK":5669,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[1054002, {"_id":1054002,"name":"深海魔兵","MHP":93000,"mp":0,"MinDEF":46,"MaxDEF":46,"MinMDEF":43,"MaxMDEF":43,"MinATK":2323,"MaxATK":4648,"MinMATK":2323,"MaxMATK":4648,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":0,"showTomb":0}],
[3001001, {"_id":3001001,"name":"尸王","MHP":180000,"mp":0,"MinDEF":24,"MaxDEF":24,"MinMDEF":23,"MaxMDEF":23,"MinATK":201,"MaxATK":403,"MinMATK":201,"MaxMATK":403,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":66,"showTomb":1}],
[3001002, {"_id":3001002,"name":"娜迦","MHP":244500,"mp":0,"MinDEF":32,"MaxDEF":32,"MinMDEF":30,"MaxMDEF":30,"MinATK":262,"MaxATK":525,"MinMATK":262,"MaxMATK":525,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":77,"showTomb":1}],
[3001003, {"_id":3001003,"name":"触龙邪神","MHP":309000,"mp":0,"MinDEF":40,"MaxDEF":40,"MinMDEF":37,"MaxMDEF":37,"MinATK":323,"MaxATK":647,"MinMATK":323,"MaxMATK":647,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":88,"showTomb":1}],
[3001004, {"_id":3001004,"name":"荒漠霸主","MHP":620000,"mp":0,"MinDEF":65,"MaxDEF":65,"MinMDEF":61,"MaxMDEF":61,"MinATK":519,"MaxATK":1038,"MinMATK":519,"MaxMATK":1038,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":140,"showTomb":1}],
[3001005, {"_id":3001005,"name":"血炼猪魔","MHP":1100000,"mp":0,"MinDEF":99,"MaxDEF":99,"MinMDEF":92,"MaxMDEF":92,"MinATK":12000,"MaxATK":18000,"MinMATK":12000,"MaxMATK":18000,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":203,"showTomb":1}],
[3001006, {"_id":3001006,"name":"沃玛教主","MHP":1750000,"mp":0,"MinDEF":124,"MaxDEF":124,"MinMDEF":115,"MaxMDEF":115,"MinATK":12000,"MaxATK":18000,"MinMATK":12000,"MaxMATK":18000,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":286,"showTomb":1}],
[3001007, {"_id":3001007,"name":"祖玛教主","MHP":2400000,"mp":0,"MinDEF":149,"MaxDEF":149,"MinMDEF":139,"MaxMDEF":139,"MinATK":15950,"MaxATK":26325,"MinMATK":15950,"MaxMATK":26325,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":369,"showTomb":1}],
[3001008, {"_id":3001008,"name":"赤月老魔","MHP":2400000,"mp":0,"MinDEF":212,"MaxDEF":212,"MinMDEF":199,"MaxMDEF":199,"MinATK":15950,"MaxATK":26325,"MinMATK":15950,"MaxMATK":26325,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":527,"showTomb":1}],
[3001009, {"_id":3001009,"name":"牛魔王","MHP":2400000,"mp":0,"MinDEF":251,"MaxDEF":251,"MinMDEF":236,"MaxMDEF":236,"MinATK":15950,"MaxATK":26325,"MinMATK":15950,"MaxMATK":26325,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":611,"showTomb":1}],
[3001010, {"_id":3001010,"name":"骨魔教主","MHP":2400000,"mp":0,"MinDEF":291,"MaxDEF":291,"MinMDEF":273,"MaxMDEF":273,"MinATK":15950,"MaxATK":26325,"MinMATK":15950,"MaxMATK":26325,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":695,"showTomb":1}],
[3001011, {"_id":3001011,"name":"冰封狮王","MHP":2400000,"mp":0,"MinDEF":387,"MaxDEF":387,"MinMDEF":363,"MaxMDEF":363,"MinATK":15950,"MaxATK":26325,"MinMATK":15950,"MaxMATK":26325,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":951,"showTomb":1}],
[3001012, {"_id":3001012,"name":"冰宫祭祀","MHP":2400000,"mp":0,"MinDEF":387,"MaxDEF":387,"MinMDEF":363,"MaxMDEF":363,"MinATK":15950,"MaxATK":26325,"MinMATK":15950,"MaxMATK":26325,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":951,"showTomb":1}],
[3001013, {"_id":3001013,"name":"冰封魔王","MHP":2400000,"mp":0,"MinDEF":387,"MaxDEF":387,"MinMDEF":363,"MaxMDEF":363,"MinATK":15950,"MaxATK":26325,"MinMATK":15950,"MaxMATK":26325,"DODGE":10,"HIT":15,"minStayTime":0,"maxStayTime":0,"moveTime":1,"CRIRate":0,"DUCrate":0,"ADTR":0,"MR":0,"HPup":951,"showTomb":1}],
